,UniPROBE:DEV12:Abd-B,UniPROBE:DEV12:Bap,UniPROBE:DEV12:Eve,UniPROBE:DEV12:Lbl,UniPROBE:DEV12:Msh,UniPROBE:DEV12:Ptx1,UniPROBE:DEV12:Six4,UniPROBE:DEV12:Slou,UniPROBE:DEV12:Tin,UniPROBE:DEV12:Ubx,UniPROBE:GB11:Abf1,UniPROBE:GB11:Cad1,UniPROBE:GB11:Cin5,UniPROBE:GB11:Cst6,UniPROBE:GB11:Ecm22,UniPROBE:GB11:Gcr1,UniPROBE:GB11:Hac1,UniPROBE:GB11:Hap1,UniPROBE:GB11:Hmlalpha2,UniPROBE:GB11:Mot3,UniPROBE:GB11:Msn1,UniPROBE:GB11:Nrg2,UniPROBE:GB11:Pdr3,UniPROBE:GB11:Sko1,UniPROBE:GB11:Stb4,UniPROBE:GB11:Stb5,UniPROBE:GB11:Ste12,UniPROBE:GB11:Stp1,UniPROBE:GB11:Sut1,UniPROBE:GB11:Upc2,UniPROBE:GB11:Vhr1,UniPROBE:GB11:Vhr2,UniPROBE:GB11:Yap3,UniPROBE:GB11:Ybr033w,UniPROBE:GB11:Yer184c,UniPROBE:GB11:Ylr278c,UniPROBE:GB11:Zap1,UniPROBE:LIU18A:BCL11A_23,UniPROBE:LIU18A:BCL11A_456,UniPROBE:LIU18A:BCL11A_XL,UniPROBE:LIU18A:BCL11A_d23d456,UniPROBE:LIU18A:BCL11B_23,UniPROBE:LIU18A:BCL11B_456,UniPROBE:LIU18A:BCL11B_XL,UniPROBE:NAR10:GCN4,UniPROBE:NAR10:Jun_Fos,UniPROBE:NAR11:HLH-1,UniPROBE:NAR11:HLH-1_L13R,UniPROBE:NAR11:HLH-1_L13T,UniPROBE:NAR11:HLH-1_L13V,UniPROBE:NBT06:CEH-22,UniPROBE:NBT06:Cbf1,UniPROBE:NBT06:Ceh-22,UniPROBE:NBT06:Oct-1,UniPROBE:NBT06:Rap1,UniPROBE:NBT06:Zif268,UniPROBE:PNAS12:Lmd
UniPROBE:GB11:Msn1,0.04667609618104668,0.050221565731166914,0.03278688524590164,0.024193548387096774,0.034993270524899055,0.04145077720207254,0.03851640513552068,0.05275498241500586,0.04316546762589928,0.023668639053254437,0.05603448275862069,0.04628330995792426,0.038834951456310676,0.07082833133253301,0.065,0.06680161943319839,0.03723404255319149,0.03994673768308921,0.02389705882352941,0.059854014598540145,1.0,0.012433392539964476,0.052586206896551725,0.07829181494661921,0.04952215464813206,0.05268490374873354,0.05,0.03931203931203931,0.04234527687296417,0.05504587155963303,0.06108597285067873,0.04071246819338423,0.019817073170731708,0.061224489795918366,0.04702495201535509,0.06544117647058824,0.05125815470643057,0.040755467196819085,0.040755467196819085,0.040755467196819085,0.040755467196819085,0.052732502396931925,0.052732502396931925,0.052732502396931925,0.03833333333333333,0.03307086614173228,0.03560371517027864,0.03560371517027864,0.03560371517027864,0.03560371517027864,0.05172413793103448,0.034904013961605584,0.05172413793103448,0.04060324825986079,0.02095238095238095,0.048,0.03969465648854962
UniPROBE:GB11:Nrg2,0.03292894280762565,0.019784172661870502,0.016666666666666666,0.02079002079002079,0.02459016393442623,0.028037383177570093,0.026362038664323375,0.024456521739130436,0.017513134851138354,0.032015065913371,0.029556650246305417,0.032590051457975985,0.026804123711340205,0.02888583218707015,0.039503386004514675,0.032917139614074914,0.013793103448275862,0.027419354838709678,0.0325,0.02464788732394366,0.012433392539964476,1.0,0.03857280617164899,0.037991858887381276,0.026036644165863067,0.03948896631823461,0.03562653562653563,0.033873343151693665,0.026915113871635612,0.03497942386831276,0.04336399474375821,0.0258751902587519,0.029411764705882353,0.040553907022749754,0.03159041394335512,0.03571428571428571,0.05016008537886873,0.042725173210161664,0.042725173210161664,0.042725173210161664,0.042725173210161664,0.03695652173913044,0.03695652173913044,0.03695652173913044,0.019148936170212766,0.015873015873015872,0.019417475728155338,0.019417475728155338,0.019417475728155338,0.019417475728155338,0.03333333333333333,0.02981651376146789,0.03333333333333333,0.02309782608695652,0.012919896640826873,0.038834951456310676,0.018975332068311195
UniPROBE:GB11:Pdr3,0.06581196581196581,0.06097560975609756,0.03986135181975736,0.04963235294117647,0.05716652858326429,0.06239870340356564,0.05285592497868713,0.07662835249042145,0.05751072961373391,0.042608695652173914,0.08302986161689731,0.054713804713804715,0.05316223648029331,0.07947530864197531,0.10393258426966293,0.09620786516853932,0.04597701149425287,0.05747126436781609,0.046214355948869225,0.05565068493150685,0.052586206896551725,0.03857280617164899,1.0,0.09767441860465116,0.09444798978940651,0.07810320781032078,0.08496732026143791,0.08067092651757188,0.05325987144168962,0.09300791556728233,0.07195845697329377,0.08517608517608517,0.0518783542039356,0.08609693877551021,0.09979353062629043,0.11899313501144165,0.07992073976221929,0.0784177654406662,0.0784177654406662,0.0784177654406662,0.0784177654406662,0.08080808080808081,0.08080808080808081,0.08080808080808081,0.05116279069767442,0.05344202898550725,0.05,0.05,0.05,0.05,0.04525288376220053,0.045627376425855515,0.04525288376220053,0.06202723146747353,0.02054794520547945,0.06947890818858561,0.045774647887323945
UniPROBE:GB11:Sko1,0.07471264367816093,0.06588235294117648,0.05463182897862233,0.051964512040557666,0.0640176600441501,0.07419354838709677,0.06828703703703703,0.09738955823293173,0.06728538283062645,0.047225501770956316,0.10953729933899906,0.07420091324200913,0.07307692307692308,0.09908998988877654,0.10915492957746478,0.1161751563896336,0.045576407506702415,0.07607497243660419,0.05322128851540616,0.08608490566037735,0.07829181494661921,0.037991858887381276,0.09767441860465116,1.0,0.09182879377431907,0.0853122251539138,0.07454545454545454,0.07763975155279502,0.06914212548015365,0.10608552631578948,0.09574468085106383,0.08110992529348986,0.06666666666666667,0.08417770849571317,0.07166666666666667,0.11306702775897089,0.1015820149875104,0.078125,0.078125,0.078125,0.078125,0.08200836820083682,0.08200836820083682,0.08200836820083682,0.06510416666666667,0.05845771144278607,0.051094890510948905,0.051094890510948905,0.051094890510948905,0.051094890510948905,0.06388206388206388,0.05630026809651475,0.06388206388206388,0.05303760848601736,0.026685393258426966,0.08278145695364239,0.04659498207885305
UniPROBE:GB11:Stb4,0.04135021097046414,0.04419410745233969,0.040315512708150744,0.04537037037037037,0.048132780082987554,0.05271695052716951,0.05073086844368014,0.07159353348729793,0.044558697514995714,0.04401408450704225,0.08782287822878229,0.06896551724137931,0.039341262580054895,0.06615384615384616,0.09634317862165963,0.10177935943060498,0.041505791505791506,0.046798029556650245,0.04265873015873016,0.06086956521739131,0.04952215464813206,0.026036644165863067,0.09444798978940651,0.09182879377431907,1.0,0.07352941176470588,0.07163531114327062,0.05180533751962323,0.04323827046918123,0.09526982011992005,0.07912584777694047,0.0640713706407137,0.047747747747747746,0.08402822322001283,0.08487337440109514,0.10775370581527936,0.0856760374832664,0.07088255733148019,0.07088255733148019,0.07088255733148019,0.07088255733148019,0.060626249167221855,0.060626249167221855,0.060626249167221855,0.04197761194029851,0.04072398190045249,0.044923629829290206,0.044923629829290206,0.044923629829290206,0.044923629829290206,0.05334538878842676,0.04318618042226487,0.05334538878842676,0.05859969558599695,0.03,0.055234954657873044,0.037069726390114736
UniPROBE:GB11:Stb5,0.045142296368989206,0.06584362139917696,0.05165289256198347,0.05147864184008762,0.04789272030651341,0.05317164179104478,0.039486673247778874,0.08134394341290893,0.052104208416833664,0.04845360824742268,0.0875,0.054133858267716536,0.029818956336528223,0.08177777777777778,0.0936270653029111,0.1005586592178771,0.04838709677419355,0.07170542635658915,0.035211267605633804,0.05628140703517588,0.05268490374873354,0.03948896631823461,0.07810320781032078,0.0853122251539138,0.07352941176470588,1.0,0.062348178137651825,0.06648451730418943,0.06277533039647577,0.08936484490398819,0.07948717948717948,0.07525870178739416,0.05408271474019088,0.08410548823948681,0.07191521574564724,0.09641532756489493,0.07629629629629629,0.07946498819826908,0.07946498819826908,0.07946498819826908,0.07946498819826908,0.07234363225320271,0.07234363225320271,0.07234363225320271,0.04405286343612335,0.03919491525423729,0.040837696335078534,0.040837696335078534,0.040837696335078534,0.040837696335078534,0.05620360551431601,0.04318181818181818,0.05620360551431601,0.06260869565217392,0.025,0.055080721747388414,0.049009384775808136
UniPROBE:GB11:Ste12,0.05741127348643006,0.043478260869565216,0.051142546245919476,0.03416856492027335,0.06218144750254842,0.061083743842364535,0.038381742738589214,0.07431192660550459,0.05385427666314678,0.042116630669546434,0.06276505513146735,0.04512820512820513,0.04452054794520548,0.07077205882352941,0.07125700560448359,0.07886178861788617,0.0425273390036452,0.052947052947052944,0.03620474406991261,0.0438871473354232,0.05,0.03562653562653563,0.08496732026143791,0.07454545454545454,0.07163531114327062,0.062348178137651825,1.0,0.061669829222011384,0.04104903078677309,0.08377760853008377,0.07644444444444444,0.0748768472906404,0.04666666666666667,0.0706997084548105,0.05572755417956656,0.09611712285168682,0.08018504240555127,0.07579462102689487,0.07579462102689487,0.07579462102689487,0.07579462102689487,0.05868725868725869,0.05868725868725869,0.05868725868725869,0.051643192488262914,0.040313549832026875,0.04550499445061043,0.04550499445061043,0.04550499445061043,0.04550499445061043,0.05948372615039282,0.0471584038694075,0.05948372615039282,0.06363636363636363,0.03585147247119078,0.06006006006006006,0.05530973451327434
UniPROBE:GB11:Stp1,0.049338146811071,0.04590570719602978,0.04430379746835443,0.04353741496598639,0.05503512880562061,0.06484641638225255,0.03489771359807461,0.061855670103092786,0.05541871921182266,0.02360248447204969,0.07439613526570048,0.04275534441805225,0.032,0.05567010309278351,0.07162041181736795,0.07233273056057866,0.036127167630057806,0.056712962962962965,0.0392156862745098,0.043795620437956206,0.03931203931203931,0.033873343151693665,0.08067092651757188,0.07763975155279502,0.05180533751962323,0.06648451730418943,0.061669829222011384,1.0,0.0546448087431694,0.06744379683597003,0.07537688442211055,0.06382978723404255,0.04569190600522193,0.07792207792207792,0.060711188204683436,0.08287671232876713,0.058823529411764705,0.06025179856115108,0.06025179856115108,0.06025179856115108,0.06025179856115108,0.06770833333333333,0.06770833333333333,0.06770833333333333,0.05299860529986053,0.042328042328042326,0.04296875,0.04296875,0.04296875,0.04296875,0.03880983182406209,0.04316546762589928,0.03880983182406209,0.0425531914893617,0.024539877300613498,0.07873090481786134,0.030418250950570342
UniPROBE:GB11:Sut1,0.02304147465437788,0.03409090909090909,0.040336134453781515,0.03505535055350553,0.048265460030165915,0.06881405563689605,0.03481012658227848,0.05505761843790013,0.0449438202247191,0.03,0.057176196032672114,0.04024767801857585,0.028985507246376812,0.06649282920469361,0.03878406708595388,0.05945945945945946,0.044989775051124746,0.058383233532934134,0.034261241970021415,0.03328050713153724,0.04234527687296417,0.026915113871635612,0.05325987144168962,0.06914212548015365,0.04323827046918123,0.06277533039647577,0.04104903078677309,0.0546448087431694,1.0,0.05386875612144956,0.05237515225334957,0.05982905982905983,0.04938271604938271,0.05451127819548872,0.0506198347107438,0.05363984674329502,0.03842364532019704,0.0384204909284952,0.0384204909284952,0.0384204909284952,0.0384204909284952,0.050256410256410255,0.050256410256410255,0.050256410256410255,0.04770992366412214,0.0374331550802139,0.02586206896551724,0.02586206896551724,0.02586206896551724,0.02586206896551724,0.051056338028169015,0.02976190476190476,0.051056338028169015,0.03783102143757881,0.010940919037199124,0.05014749262536873,0.0288135593220339
UniPROBE:GB11:Upc2,0.05660377358490566,0.06697674418604652,0.05317164179104478,0.06355511420059583,0.08071748878923767,0.07545533391153512,0.05054151624548736,0.09703947368421052,0.07400555041628122,0.059154929577464786,0.08422664624808576,0.06871609403254973,0.06732673267326733,0.08231458842705787,0.26559865092748736,0.10452186805040771,0.03340080971659919,0.06660823838737949,0.045263157894736845,0.06998158379373849,0.05504587155963303,0.03497942386831276,0.09300791556728233,0.10608552631578948,0.09526982011992005,0.08936484490398819,0.08377760853008377,0.06744379683597003,0.05386875612144956,1.0,0.10628019323671498,0.08103448275862069,0.05842911877394636,0.09825033647375504,0.07838983050847458,0.11340815121086828,0.08611111111111111,0.09446494464944649,0.09446494464944649,0.09446494464944649,0.09446494464944649,0.09026297085998579,0.09026297085998579,0.09026297085998579,0.04232283464566929,0.06329113924050633,0.05438931297709924,0.05438931297709924,0.05438931297709924,0.05438931297709924,0.08,0.03939393939393939,0.08,0.0664,0.03514376996805112,0.0852575488454707,0.07094918504314478
UniPROBE:GB11:Vhr1,0.05585980284775466,0.06129398410896708,0.048,0.059186189889025895,0.05863539445628998,0.052200614124872056,0.06131549609810479,0.06959008579599618,0.05561735261401557,0.04328018223234624,0.07788719785138765,0.050920910075839654,0.057387057387057384,0.07618129218900675,0.11216566005176877,0.08121827411167512,0.05201560468140442,0.056782334384858045,0.04411764705882353,0.07832009080590238,0.06108597285067873,0.04336399474375821,0.07195845697329377,0.09574468085106383,0.07912584777694047,0.07948717948717948,0.07644444444444444,0.07537688442211055,0.05237515225334957,0.10628019323671498,1.0,0.12405609492988134,0.04566744730679157,0.0806697108066971,0.0778688524590164,0.09993425378040763,0.07557677008750995,0.06538139145012574,0.06538139145012574,0.06538139145012574,0.06538139145012574,0.061847389558232935,0.061847389558232935,0.061847389558232935,0.053482587064676616,0.05263157894736842,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05917159763313609,0.03156565656565657,0.05917159763313609,0.061553030303030304,0.03260869565217391,0.0665258711721225,0.06096131301289566
UniPROBE:GB11:Vhr2,0.0484472049689441,0.04219948849104859,0.04456094364351245,0.04971590909090909,0.06333739342265529,0.05092592592592592,0.04654088050314465,0.07857911733046287,0.06282051282051282,0.03780964797913951,0.059628543499511244,0.046798029556650245,0.05965909090909091,0.07096774193548387,0.06953339432753888,0.06531738730450783,0.04393939393939394,0.07013301088270858,0.0328125,0.04271356783919598,0.04071246819338423,0.0258751902587519,0.08517608517608517,0.08110992529348986,0.0640713706407137,0.07525870178739416,0.0748768472906404,0.06382978723404255,0.05982905982905983,0.08103448275862069,0.12405609492988134,1.0,0.05170068027210884,0.08243130724396336,0.0883424408014572,0.0769764216366158,0.06482281763180639,0.07169459962756052,0.07169459962756052,0.07169459962756052,0.07169459962756052,0.061837455830388695,0.061837455830388695,0.061837455830388695,0.049062049062049064,0.046831955922865015,0.056010928961748634,0.056010928961748634,0.056010928961748634,0.056010928961748634,0.04588394062078273,0.04029850746268657,0.04588394062078273,0.049266247379454925,0.02073365231259968,0.048292108362779744,0.04249667994687915
UniPROBE:GB11:Yap3,0.01906158357771261,0.024615384615384615,0.023696682464454975,0.03690685413005272,0.04927536231884058,0.0326530612244898,0.0239880059970015,0.042787286063569685,0.03816793893129771,0.03189792663476874,0.0661345496009122,0.044709388971684055,0.04553415061295972,0.0547945205479452,0.05371900826446281,0.057651991614255764,0.02857142857142857,0.02937062937062937,0.04065040650406504,0.042879019908116385,0.019817073170731708,0.029411764705882353,0.0518783542039356,0.06666666666666667,0.047747747747747746,0.05408271474019088,0.04666666666666667,0.04569190600522193,0.04938271604938271,0.05842911877394636,0.04566744730679157,0.05170068027210884,1.0,0.046363636363636364,0.046,0.055639097744360905,0.047388781431334626,0.04592901878914405,0.04592901878914405,0.04592901878914405,0.04592901878914405,0.040513833992094864,0.040513833992094864,0.040513833992094864,0.04332129963898917,0.03209459459459459,0.0297029702970297,0.0297029702970297,0.0297029702970297,0.0297029702970297,0.03814262023217247,0.04182509505703422,0.03814262023217247,0.03272727272727273,0.022916666666666665,0.037815126050420166,0.035830618892508145
UniPROBE:GB11:Ybr033w,0.042662116040955635,0.04374453193350831,0.041666666666666664,0.036178107606679034,0.05214465937762826,0.060181368507831824,0.047619047619047616,0.07644305772230889,0.05139372822299652,0.03893805309734513,0.07263389581804842,0.06412478336221837,0.052434456928838954,0.07764705882352942,0.09174311926605505,0.09792709077912795,0.05019685039370079,0.08226221079691516,0.04527162977867203,0.055944055944055944,0.061224489795918366,0.040553907022749754,0.08609693877551021,0.08417770849571317,0.08402822322001283,0.08410548823948681,0.0706997084548105,0.07792207792207792,0.05451127819548872,0.09825033647375504,0.0806697108066971,0.08243130724396336,0.046363636363636364,1.0,0.10076976906927922,0.10532341156267888,0.07620320855614973,0.07147862648913805,0.07147862648913805,0.07147862648913805,0.07147862648913805,0.07702794819359236,0.07702794819359236,0.07702794819359236,0.055396370582617004,0.04981549815498155,0.042572463768115944,0.042572463768115944,0.042572463768115944,0.042572463768115944,0.0685820203892493,0.041666666666666664,0.0685820203892493,0.061585835257890686,0.034552845528455285,0.06644238856181665,0.04398563734290844
UniPROBE:GB11:Yer184c,0.03425925925925926,0.04816955684007707,0.04085603112840467,0.0326530612244898,0.05330882352941176,0.054464285714285715,0.04838709677419355,0.06516290726817042,0.04257332071901608,0.03484995159728945,0.065149136577708,0.05743879472693032,0.03873598369011213,0.0699831365935919,0.07934131736526946,0.09070121951219512,0.03552206673842842,0.05850091407678245,0.03433001107419712,0.04253308128544423,0.04702495201535509,0.03159041394335512,0.09979353062629043,0.07166666666666667,0.08487337440109514,0.07191521574564724,0.05572755417956656,0.060711188204683436,0.0506198347107438,0.07838983050847458,0.0778688524590164,0.0883424408014572,0.046,0.10076976906927922,1.0,0.1,0.0666194188518781,0.07878787878787878,0.07878787878787878,0.07878787878787878,0.07878787878787878,0.07664233576642336,0.07664233576642336,0.07664233576642336,0.029866117404737384,0.043434343434343436,0.04495504495504495,0.04495504495504495,0.04495504495504495,0.04495504495504495,0.05751765893037336,0.029723991507430998,0.05751765893037336,0.06789606035205364,0.024691358024691357,0.05058717253839205,0.04133858267716536
UniPROBE:GB11:Ylr278c,0.06344628695025234,0.05779078273591807,0.060133630289532294,0.04660045836516425,0.07275320970042796,0.08,0.05327573794096472,0.08577127659574468,0.06491611962071481,0.048493754592211606,0.09935897435897435,0.05559515324305061,0.05355776587605203,0.10006761325219743,0.11731843575418995,0.11256218905472637,0.047619047619047616,0.06311360448807854,0.045307443365695796,0.07982261640798226,0.06544117647058824,0.03571428571428571,0.11899313501144165,0.11306702775897089,0.10775370581527936,0.09641532756489493,0.09611712285168682,0.08287671232876713,0.05363984674329502,0.11340815121086828,0.09993425378040763,0.0769764216366158,0.055639097744360905,0.10532341156267888,0.1,1.0,0.1017149615612064,0.08,0.08,0.08,0.08,0.09302325581395349,0.09302325581395349,0.09302325581395349,0.04541955350269438,0.05538694992412747,0.056433408577878104,0.056433408577878104,0.056433408577878104,0.056433408577878104,0.061933534743202415,0.05063291139240506,0.061933534743202415,0.06180871828236825,0.025,0.07188160676532769,0.06466165413533835
UniPROBE:GB11:Zap1,0.05774518790100825,0.03782287822878229,0.043355325164938736,0.03758654797230465,0.06672678088367899,0.06935908691834942,0.05838739573679333,0.08970099667774087,0.07048872180451128,0.04933586337760911,0.07978311386522076,0.056466302367941715,0.04554455445544554,0.08471760797342193,0.09151291512915129,0.0947054436987323,0.0438871473354232,0.05752212389380531,0.035181236673773986,0.0764872521246459,0.05125815470643057,0.05016008537886873,0.07992073976221929,0.1015820149875104,0.0856760374832664,0.07629629629629629,0.08018504240555127,0.058823529411764705,0.03842364532019704,0.08611111111111111,0.07557677008750995,0.06482281763180639,0.047388781431334626,0.07620320855614973,0.0666194188518781,0.1017149615612064,1.0,0.07902511078286559,0.07902511078286559,0.07902511078286559,0.07902511078286559,0.07922912205567452,0.07922912205567452,0.07922912205567452,0.05065856129685917,0.04594330400782014,0.03934740882917467,0.03934740882917467,0.03934740882917467,0.03934740882917467,0.04932301740812379,0.040289256198347105,0.04932301740812379,0.045454545454545456,0.023706896551724137,0.07238605898123325,0.05899419729206963
UniPROBE:LIU18A:BCL11A_23,0.059230009871668314,0.07186858316221766,0.06763787721123829,0.060240963855421686,0.07933398628795299,0.06660412757973734,0.04738400789733465,0.10601976639712489,0.06653225806451613,0.05997931747673216,0.07008964955175224,0.05680705190989226,0.05177993527508091,0.062445793581960105,0.080370942812983,0.07436096049573973,0.04081632653061224,0.05392620624408704,0.031286210892236384,0.05583250249252243,0.040755467196819085,0.042725173210161664,0.0784177654406662,0.078125,0.07088255733148019,0.07946498819826908,0.07579462102689487,0.06025179856115108,0.0384204909284952,0.09446494464944649,0.06538139145012574,0.07169459962756052,0.04592901878914405,0.07147862648913805,0.07878787878787878,0.08,0.07902511078286559,1.0,1.0,1.0,1.0,0.3080438756855576,0.3080438756855576,0.3080438756855576,0.05752212389380531,0.049893842887473464,0.04375,0.04375,0.04375,0.04375,0.05795574288724974,0.036954087346024636,0.05795574288724974,0.058519793459552494,0.03084223013048636,0.08852140077821012,0.05186721991701245
UniPROBE:LIU18A:BCL11A_456,0.059230009871668314,0.07186858316221766,0.06763787721123829,0.060240963855421686,0.07933398628795299,0.06660412757973734,0.04738400789733465,0.10601976639712489,0.06653225806451613,0.05997931747673216,0.07008964955175224,0.05680705190989226,0.05177993527508091,0.062445793581960105,0.080370942812983,0.07436096049573973,0.04081632653061224,0.05392620624408704,0.031286210892236384,0.05583250249252243,0.040755467196819085,0.042725173210161664,0.0784177654406662,0.078125,0.07088255733148019,0.07946498819826908,0.07579462102689487,0.06025179856115108,0.0384204909284952,0.09446494464944649,0.06538139145012574,0.07169459962756052,0.04592901878914405,0.07147862648913805,0.07878787878787878,0.08,0.07902511078286559,1.0,1.0,1.0,1.0,0.3080438756855576,0.3080438756855576,0.3080438756855576,0.05752212389380531,0.049893842887473464,0.04375,0.04375,0.04375,0.04375,0.05795574288724974,0.036954087346024636,0.05795574288724974,0.058519793459552494,0.03084223013048636,0.08852140077821012,0.05186721991701245
UniPROBE:LIU18A:BCL11A_XL,0.059230009871668314,0.07186858316221766,0.06763787721123829,0.060240963855421686,0.07933398628795299,0.06660412757973734,0.04738400789733465,0.10601976639712489,0.06653225806451613,0.05997931747673216,0.07008964955175224,0.05680705190989226,0.05177993527508091,0.062445793581960105,0.080370942812983,0.07436096049573973,0.04081632653061224,0.05392620624408704,0.031286210892236384,0.05583250249252243,0.040755467196819085,0.042725173210161664,0.0784177654406662,0.078125,0.07088255733148019,0.07946498819826908,0.07579462102689487,0.06025179856115108,0.0384204909284952,0.09446494464944649,0.06538139145012574,0.07169459962756052,0.04592901878914405,0.07147862648913805,0.07878787878787878,0.08,0.07902511078286559,1.0,1.0,1.0,1.0,0.3080438756855576,0.3080438756855576,0.3080438756855576,0.05752212389380531,0.049893842887473464,0.04375,0.04375,0.04375,0.04375,0.05795574288724974,0.036954087346024636,0.05795574288724974,0.058519793459552494,0.03084223013048636,0.08852140077821012,0.05186721991701245
UniPROBE:LIU18A:BCL11A_d23d456,0.059230009871668314,0.07186858316221766,0.06763787721123829,0.060240963855421686,0.07933398628795299,0.06660412757973734,0.04738400789733465,0.10601976639712489,0.06653225806451613,0.05997931747673216,0.07008964955175224,0.05680705190989226,0.05177993527508091,0.062445793581960105,0.080370942812983,0.07436096049573973,0.04081632653061224,0.05392620624408704,0.031286210892236384,0.05583250249252243,0.040755467196819085,0.042725173210161664,0.0784177654406662,0.078125,0.07088255733148019,0.07946498819826908,0.07579462102689487,0.06025179856115108,0.0384204909284952,0.09446494464944649,0.06538139145012574,0.07169459962756052,0.04592901878914405,0.07147862648913805,0.07878787878787878,0.08,0.07902511078286559,1.0,1.0,1.0,1.0,0.3080438756855576,0.3080438756855576,0.3080438756855576,0.05752212389380531,0.049893842887473464,0.04375,0.04375,0.04375,0.04375,0.05795574288724974,0.036954087346024636,0.05795574288724974,0.058519793459552494,0.03084223013048636,0.08852140077821012,0.05186721991701245
UniPROBE:LIU18A:BCL11B_23,0.07047619047619047,0.07775590551181102,0.07270916334661355,0.06145833333333333,0.0980952380952381,0.0673854447439353,0.058039961941008564,0.10517241379310345,0.06737247353224254,0.05283757338551859,0.06645817044566067,0.064030131826742,0.0577319587628866,0.07679324894514768,0.08702175543885972,0.07715355805243446,0.04983748645720477,0.05812897366030881,0.03406593406593406,0.056137012369172214,0.052732502396931925,0.03695652173913044,0.08080808080808081,0.08200836820083682,0.060626249167221855,0.07234363225320271,0.05868725868725869,0.06770833333333333,0.050256410256410255,0.09026297085998579,0.061847389558232935,0.061837455830388695,0.040513833992094864,0.07702794819359236,0.07664233576642336,0.09302325581395349,0.07922912205567452,0.3080438756855576,0.3080438756855576,0.3080438756855576,0.3080438756855576,1.0,1.0,1.0,0.0511482254697286,0.05798575788402848,0.040513833992094864,0.040513833992094864,0.040513833992094864,0.040513833992094864,0.04558969276511397,0.0438034188034188,0.04558969276511397,0.05,0.024498886414253896,0.0914179104477612,0.060756972111553786
UniPROBE:LIU18A:BCL11B_456,0.07047619047619047,0.07775590551181102,0.07270916334661355,0.06145833333333333,0.0980952380952381,0.0673854447439353,0.058039961941008564,0.10517241379310345,0.06737247353224254,0.05283757338551859,0.06645817044566067,0.064030131826742,0.0577319587628866,0.07679324894514768,0.08702175543885972,0.07715355805243446,0.04983748645720477,0.05812897366030881,0.03406593406593406,0.056137012369172214,0.052732502396931925,0.03695652173913044,0.08080808080808081,0.08200836820083682,0.060626249167221855,0.07234363225320271,0.05868725868725869,0.06770833333333333,0.050256410256410255,0.09026297085998579,0.061847389558232935,0.061837455830388695,0.040513833992094864,0.07702794819359236,0.07664233576642336,0.09302325581395349,0.07922912205567452,0.3080438756855576,0.3080438756855576,0.3080438756855576,0.3080438756855576,1.0,1.0,1.0,0.0511482254697286,0.05798575788402848,0.040513833992094864,0.040513833992094864,0.040513833992094864,0.040513833992094864,0.04558969276511397,0.0438034188034188,0.04558969276511397,0.05,0.024498886414253896,0.0914179104477612,0.060756972111553786
UniPROBE:LIU18A:BCL11B_XL,0.07047619047619047,0.07775590551181102,0.07270916334661355,0.06145833333333333,0.0980952380952381,0.0673854447439353,0.058039961941008564,0.10517241379310345,0.06737247353224254,0.05283757338551859,0.06645817044566067,0.064030131826742,0.0577319587628866,0.07679324894514768,0.08702175543885972,0.07715355805243446,0.04983748645720477,0.05812897366030881,0.03406593406593406,0.056137012369172214,0.052732502396931925,0.03695652173913044,0.08080808080808081,0.08200836820083682,0.060626249167221855,0.07234363225320271,0.05868725868725869,0.06770833333333333,0.050256410256410255,0.09026297085998579,0.061847389558232935,0.061837455830388695,0.040513833992094864,0.07702794819359236,0.07664233576642336,0.09302325581395349,0.07922912205567452,0.3080438756855576,0.3080438756855576,0.3080438756855576,0.3080438756855576,1.0,1.0,1.0,0.0511482254697286,0.05798575788402848,0.040513833992094864,0.040513833992094864,0.040513833992094864,0.040513833992094864,0.04558969276511397,0.0438034188034188,0.04558969276511397,0.05,0.024498886414253896,0.0914179104477612,0.060756972111553786
UniPROBE:NAR10:GCN4,0.03508771929824561,0.0472972972972973,0.039723661485319514,0.044145873320537425,0.03987730061349693,0.03333333333333333,0.05115511551155116,0.048051948051948054,0.04276315789473684,0.02037351443123939,0.0533175355450237,0.029874213836477988,0.049523809523809526,0.04161248374512354,0.04843918191603875,0.05824175824175824,0.05555555555555555,0.045454545454545456,0.04484304932735426,0.03420195439739414,0.03833333333333333,0.019148936170212766,0.05116279069767442,0.06510416666666667,0.04197761194029851,0.04405286343612335,0.051643192488262914,0.05299860529986053,0.04770992366412214,0.04232283464566929,0.053482587064676616,0.049062049062049064,0.04332129963898917,0.055396370582617004,0.029866117404737384,0.04541955350269438,0.05065856129685917,0.05752212389380531,0.05752212389380531,0.05752212389380531,0.05752212389380531,0.0511482254697286,0.0511482254697286,0.0511482254697286,1.0,0.03290676416819013,0.04144144144144144,0.04144144144144144,0.04144144144144144,0.04144144144144144,0.03756708407871199,0.04583333333333333,0.03756708407871199,0.04811443433029909,0.020642201834862386,0.045112781954887216,0.03873239436619718
