source_type,source_id,filename,download_url,notes,retrieval_date,local_path,sha256,file_size_bytes,download_status
Nature source data,Source Data Fig. 4,41594_2025_1669_MOESM12_ESM.xlsx,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41594-025-01669-4/MediaObjects/41594_2025_1669_MOESM12_ESM.xlsx,Source data for Fig. 4; used to cross-check DBP6/DBP48 uPBM and orthogonality context.,2026-09-01,data/raw/v0_3_1/41594_2025_1669_MOESM12_ESM.xlsx,496eccd6204e320f5bc778905feb3ec1c13754c4dd5dddb220f9c7c16a02cf8e,1418556,downloaded
Nature source data,Source Data Extended Data Fig. 8,41594_2025_1669_MOESM20_ESM.xls,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41594-025-01669-4/MediaObjects/41594_2025_1669_MOESM20_ESM.xls,Source data for Extended Data Fig. 8; used for published uPBM motif percentile reproduction.,2026-09-01,data/raw/v0_3_1/41594_2025_1669_MOESM20_ESM.xls,4e1aea8e0593cb4108ad7e2b5d03ac2181321cdca81b7044c474e463a4012d28,14695936,downloaded
