source_file	public_url	resolved_url	paper_doi	retrieval_date	file_size_bytes	sha256	immutable_raw_copy
data/raw/v1_1_competition/source_data_extended_data_fig3.xls	https://pmc.ncbi.nlm.nih.gov/articles/instance/12618268/bin/41594_2025_1669_MOESM16_ESM.xls	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41594-025-01669-4/MediaObjects/41594_2025_1669_MOESM16_ESM.xls	10.1038/s41594-025-01669-4	2026-09-14	72192	5ba651f551af207beb1fb91be255317242bd93b213d5b35de7a032cf1b76ace0	True
