dbp_id,M0,M1,M1c,M2,M3
DBP1,0.33240466481127995,0.41374219475921414,0.4483994204129651,-0.12270172279011764,0.04205206027896954
DBP3,0.28291219317386956,0.2232273244799122,0.22508990781288515,0.14800859822089582,0.2099014054513636
DBP35,0.28408728931933586,0.15416919338818683,0.08713054590185176,0.22092637419229302,0.17923106244695633
DBP48,7.290720489123298e-05,-0.015977604762062902,0.07415403464957183,-0.005137991247816099,-0.1076268651541706
DBP5,0.2091713300617993,0.24898151267353,0.16576558901557362,0.12711589257896608,0.1415054997760777
DBP6,0.31874966021176193,0.13706372142852843,0.16926323834465276,0.13423563034043653,0.08927042686502311
DBP9,0.15356060462452212,0.20158879169941515,0.20221157317461266,0.1684325523639387,0.15781157195944392
