split_type,fold_id,seed,dbp_id,model,spearman,ndcg_1pct,ndcg_5pct,pairwise_accuracy,top1pct_recovery,n_rc_classes,prediction_variance,training_pair_count,development_exposed,status
protein_cluster_loco,protein_cluster_loco_fold_4,17.0,DBP6,M1c,0.2150584559292113,0.8429666737576009,0.7585726524909653,0.5669,0.18292682926829268,8192.0,0.8487012386322021,2560.0,True,diagnostic_replay_all_designed_exposed
protein_cluster_loco,protein_cluster_loco_fold_4,17.0,DBP9,M1c,0.19587935533533526,0.7384325520639091,0.6639180079798637,0.5636,0.012195121951219513,8192.0,0.8302407264709473,2560.0,True,diagnostic_replay_all_designed_exposed
protein_cluster_loco,protein_cluster_loco_fold_4,17.0,DBP6,M2,0.07882955993236375,0.7417453111427098,0.7020790177493414,0.52035,0.012195121951219513,8192.0,0.34845250844955444,2560.0,True,diagnostic_replay_all_designed_exposed
protein_cluster_loco,protein_cluster_loco_fold_4,17.0,DBP9,M2,0.19228505543935742,0.6949468636655625,0.6555505871818901,0.56395,0.012195121951219513,8192.0,0.34845250844955444,2560.0,True,diagnostic_replay_all_designed_exposed
protein_cluster_loco,protein_cluster_loco_fold_4,17.0,DBP6,M3,0.07166725585902664,0.6919676286312717,0.6578638338954952,0.5187,0.012195121951219513,8192.0,0.2125319242477417,2560.0,True,diagnostic_replay_all_designed_exposed
protein_cluster_loco,protein_cluster_loco_fold_4,17.0,DBP9,M3,0.1857259633047219,0.6750071396085529,0.6429722139205395,0.5589,0.012195121951219513,8192.0,0.21252432465553284,2560.0,True,diagnostic_replay_all_designed_exposed
protein_cluster_loco,protein_cluster_loco_fold_4,29.0,DBP6,M0,0.3079210257113472,0.8394112955992014,0.7597933392702996,0.6019,0.13414634146341464,8192.0,1.4238078594207764,2560.0,True,diagnostic_replay_all_designed_exposed
protein_cluster_loco,protein_cluster_loco_fold_4,29.0,DBP9,M0,0.17675650530296114,0.6479000134098577,0.6163233800671877,0.5592,0.036585365853658534,8192.0,1.4238078594207764,2560.0,True,diagnostic_replay_all_designed_exposed
protein_cluster_loco,protein_cluster_loco_fold_4,29.0,DBP6,M1,0.15982553257025536,0.7394223652695945,0.6635879467517768,0.55065,0.07317073170731707,8192.0,0.8923740983009338,2560.0,True,diagnostic_replay_all_designed_exposed
protein_cluster_loco,protein_cluster_loco_fold_4,29.0,DBP9,M1,0.21020282579528005,0.5708519756674537,0.5850350821329677,0.57345,0.0,8192.0,0.8642711043357849,2560.0,True,diagnostic_replay_all_designed_exposed
