dbp_id,M0,M1,M1c,M2,M3
DBP1,0.2223022572169301,0.38929002797953943,0.3691135347868269,0.033263583969220994,0.04996521097159249
DBP3,0.2236377856553974,0.09152929773977146,0.13459786844226282,0.14793350886239084,0.11185805274195688
DBP35,0.12495071006359583,-0.03569770525876804,-0.012960264788276804,0.08064560032739827,0.047683340144132336
DBP48,-0.15854388456717952,-0.10093180000484185,-0.1554490311073058,-0.13849258602956285,-0.19511446005088262
DBP5,0.032370343568112,0.0557612726130303,0.060505864779882464,-0.029257869768425194,0.06819948642617547
DBP6,0.19670199372223537,-0.0161652061918,0.005164841314246667,0.09253224567188072,0.07244154032228538
DBP9,0.09622825655133106,0.20120729815928243,0.1842336384229131,0.0387644792300603,0.07150711680271547
