audit,n_oriented_7mers,n_canonical_rc_classes,legacy_representation_count,legacy_cross_rc_class_representation_collisions,legacy_collision_excess_over_rc_pairs,v06_representation_count,v06_cross_rc_class_representation_collisions,v06_collision_excess_over_rc_pairs,v06_rc_class_injective
rc_encoding_exhaustive,16384,8192,2000,1872,12384,8192,0,0,True
