model,dbp_id,n_candidates_sampled,attention_entropy_normalized,candidate_attention_variation_mean_std,top_residue_max_fraction,top_residue_unique_count,interpretation
L1_LocalProteinCandidate,DBP35,256,0.9995475665309862,0.0003976995649281889,0.9291294642857143,2,mechanism sanity diagnostic; not a biological contact map
L1_LocalProteinCandidate,DBP5,256,0.9995306407166987,0.0003613211156334728,0.8934151785714286,2,mechanism sanity diagnostic; not a biological contact map
L1c_LocalProteinCandidateCapacityMatched,DBP35,256,0.9999018953576498,0.0002188778162235394,0.5703125,3,mechanism sanity diagnostic; not a biological contact map
L1c_LocalProteinCandidateCapacityMatched,DBP5,256,0.9999047001848547,0.00021918962011113763,0.8203125,3,mechanism sanity diagnostic; not a biological contact map
L2_LocalProteinTargetCandidate,DBP35,256,0.9990900739221354,0.00023468989820685238,0.6077008928571429,2,mechanism sanity diagnostic; not a biological contact map
L2_LocalProteinTargetCandidate,DBP5,256,0.9993565355893873,0.0002199885348090902,0.7131696428571429,2,mechanism sanity diagnostic; not a biological contact map
