model,training_pair_count,first_epoch_loss,final_epoch_loss,loss_delta,train_macro_median_spearman,test_prediction_variance,test_prediction_min,test_prediction_max,nan_inf_count,runtime_seconds,status
L1_LocalProteinCandidate,2560,0.6905241250991822,0.6932244956493377,0.0027003705501555952,0.02400404350597529,9.080907148018014e-06,-0.26156139373779297,-0.24453414976596832,0,9.596083500000532,complete
L1c_LocalProteinCandidateCapacityMatched,2560,0.6909422814846039,0.6931471019983292,0.0022048205137252808,0.028972511226868572,6.094870741435443e-07,0.07951106876134872,0.08114652335643768,0,9.546412199997576,complete
L2_LocalProteinTargetCandidate,2560,0.6946130245923996,0.6931499779224396,-0.0014630466699599998,0.018214100656064342,2.5929355615517125e-05,-0.0015815442893654108,0.026794729754328728,0,11.162074600011692,complete
