n_matched_mutations	n_positions	landscape_spearman	landscape_pearson	position_sensitivity_spearman	identity_residual_spearman	mean_abs_experimental_shift	mean_abs_identity_residual_shift	assay_context_status	predicted_shift_status
42	14	0.735677821894498	0.8473980582411663	0.7758241758241758	0.18418280528320236	0.3572839331941856	0.10598504835686053	CONFOUNDED_DIFFERENT_ABSOLUTE_CONCENTRATIONS	NOT_EVALUABLE_NO_DBP35OPT_MODEL_PREDICTION
