tf_id	binding_site_id	perturbation_type	split_seed	global_spearman	position_spearman	identity_residual_spearman	identity_pairwise_accuracy
TBP	TBP_site_1	canonical_watson_crick	1307	0.9639599555061179	0.9878787878787878	0.9190211345939931	0.8333333333333334
TBP	TBP_site_1	mismatch	1307	0.9554830196541425	0.9999999999999999	0.8795263559969442	0.8303030303030303
TBP	TBP_site_2	canonical_watson_crick	1307	0.9345939933259176	0.9393939393939393	0.8611790878754171	0.7333333333333333
TBP	TBP_site_2	mismatch	1307	0.9504479477741508	0.9151515151515152	0.9051184110007637	0.8257575757575758
p53	p53	canonical_watson_crick	1307	0.9308510638297873	0.8852941176470588	0.799174989144594	0.8125
p53	p53	mismatch	1307	0.9104443196396005	0.911764705882353	0.8646644331714728	0.8200757575757576
Cbf1	Cbf1	canonical_watson_crick	1308	0.9225225225225225	0.9090909090909092	0.8767052767052769	0.8055555555555556
Cbf1	Cbf1	mismatch	1308	0.9571607559292228	0.9230769230769231	0.9304235993891168	0.8017676767676768
Egr1	Egr1	canonical_watson_crick	1308	0.9804375804375804	0.9860139860139862	0.9356499356499357	0.9166666666666666
Egr1	Egr1	mismatch	1308	0.981347962382445	0.9930069930069931	0.912040832730488	0.8194444444444444
Ets1	Ets1_site_1	canonical_watson_crick	1308	0.9795270360931039	1.0	0.9455213903743317	0.7878787878787878
Ets1	Ets1_site_1	mismatch	1308	0.9904367950082452	1.0	0.975323699530847	0.899171270718232
Ets1	Ets1_site_3	canonical_watson_crick	1308	0.9212440463598635	0.4272727272727273	0.7243252302384426	0.78125
Ets1	Ets1_site_3	mismatch	1308	0.5622714056361156	0.7636363636363637	0.5331156540517122	0.6299157303370787
GR	GR	canonical_watson_crick	1308	0.9312252964426877	0.8678571428571429	0.5264822134387351	0.6666666666666666
GR	GR	mismatch	1308	0.9340617508770848	0.9714285714285713	0.8356471907569163	0.7686868686868686
Max	Max_site_1	canonical_watson_crick	1308	0.9765765765765766	0.8601398601398602	0.8790218790218791	0.8888888888888888
Max	Max_site_1	mismatch	1308	0.9570934812314121	0.9930069930069931	0.8622176673900812	0.8080808080808081
Max	Max_site_2	canonical_watson_crick	1308	0.9467181467181469	0.9090909090909092	0.7474903474903476	0.7777777777777778
Max	Max_site_2	mismatch	1308	0.8428197950740333	0.9580419580419581	0.5977580155919098	0.67739898989899
TBP	TBP_site_1	canonical_watson_crick	1308	0.9385984427141268	0.9636363636363635	0.8958843159065628	0.8
