tf_id	binding_site_id	perturbation_type	split_seed	global_spearman	position_spearman	identity_residual_spearman	identity_pairwise_accuracy
Ets1	Ets1_site_1	mismatch	1325	0.9887527883256754	1.0	0.9685796466245741	0.8796680497925311
Ets1	Ets1_site_3	canonical_watson_crick	1325	0.8183414259173645	0.7454545454545456	0.7192513368983957	0.696969696969697
Ets1	Ets1_site_3	mismatch	1325	0.5657718220202946	0.8545454545454546	0.5584027968014192	0.6284916201117319
GR	GR	canonical_watson_crick	1325	0.9567852437417654	0.9714285714285713	0.5944664031620552	0.7111111111111111
GR	GR	mismatch	1325	0.9484407954978034	0.982142857142857	0.8720824716812248	0.804040404040404
Max	Max_site_1	canonical_watson_crick	1325	0.9678249678249679	0.9020979020979022	0.8522522522522523	0.8611111111111112
Max	Max_site_1	mismatch	1325	0.9656066288955008	0.9860139860139862	0.8747496933025206	0.8179519595448799
Max	Max_site_2	canonical_watson_crick	1325	0.9261261261261262	0.8951048951048951	0.7315315315315316	0.8055555555555556
Max	Max_site_2	mismatch	1325	0.8339298165956405	0.9020979020979022	0.6057477350575108	0.6685606060606061
TBP	TBP_site_1	canonical_watson_crick	1325	0.9537263626251389	0.9515151515151514	0.9199110122358174	0.8666666666666667
TBP	TBP_site_1	mismatch	1325	0.9515156460804085	0.9999999999999999	0.8802000138898532	0.8090909090909091
TBP	TBP_site_2	canonical_watson_crick	1325	0.9288097886540599	0.9151515151515152	0.875417130144605	0.7
TBP	TBP_site_2	mismatch	1325	0.9678936037224807	0.6606060606060605	0.9308424196124729	0.8606060606060606
p53	p53	canonical_watson_crick	1325	0.9448259020495816	0.9323529411764706	0.83195831524099	0.875
p53	p53	mismatch	1325	0.9346002444019628	0.9205882352941176	0.9029514689526086	0.853219696969697
Cbf1	Cbf1	canonical_watson_crick	1326	0.9397683397683398	0.8951048951048951	0.8731016731016732	0.75
Cbf1	Cbf1	mismatch	1326	0.9601117273531067	0.9300699300699302	0.9310425206976931	0.8181818181818182
Egr1	Egr1	canonical_watson_crick	1326	0.9853281853281853	0.9860139860139862	0.9222651222651224	0.9166666666666666
Egr1	Egr1	mismatch	1326	0.9847439916405434	0.9930069930069931	0.9216943975564665	0.8358585858585859
Ets1	Ets1_site_1	canonical_watson_crick	1326	0.9793599098286281	0.990909090909091	0.9655748663101605	0.8484848484848485
Ets1	Ets1_site_1	mismatch	1326	0.989378813205399	1.0	0.9712460980835095	0.8824343015214384
Ets1	Ets1_site_3	canonical_watson_crick	1326	0.9132397191574725	0.8909090909090911	0.760360962566845	0.7575757575757576
Ets1	Ets1_site_3	mismatch	1326	0.5814098587893598	0.8636363636363636	0.5596368332504469	0.6243016759776536
GR	GR	canonical_watson_crick	1326	0.9628458498023715	0.9392857142857142	0.6379446640316205	0.6888888888888889
GR	GR	mismatch	1326	0.9298203287244295	0.9928571428571428	0.8139037213082708	0.7898989898989899
Max	Max_site_1	canonical_watson_crick	1326	0.9760617760617762	0.8951048951048951	0.926898326898327	0.9166666666666666
Max	Max_site_1	mismatch	1326	0.9692126220010892	0.9930069930069931	0.8864187830753439	0.8166877370417194
Max	Max_site_2	canonical_watson_crick	1326	0.934877734877735	0.8881118881118882	0.7325611325611326	0.8333333333333334
Max	Max_site_2	mismatch	1326	0.851699985836902	0.8881118881118882	0.5839241218551564	0.6717171717171717
TBP	TBP_site_1	canonical_watson_crick	1326	0.9550611790878754	0.9757575757575757	0.9065628476084538	0.8
TBP	TBP_site_1	mismatch	1326	0.9537954024585039	0.6727272727272726	0.8998888811723036	0.8363636363636363
TBP	TBP_site_2	canonical_watson_crick	1326	0.9265850945494994	0.9515151515151514	0.8785317018909901	0.7
TBP	TBP_site_2	mismatch	1326	0.9692548093617611	0.9515151515151514	0.9234113480102784	0.8727272727272727
p53	p53	canonical_watson_crick	1326	0.9017585757707339	0.8823529411764707	0.708315240990013	0.7708333333333334
p53	p53	mismatch	1326	0.9384268399893845	0.9441176470588234	0.900955904294279	0.8465909090909091
Cbf1	Cbf1	canonical_watson_crick	1327	0.9444015444015444	0.8531468531468532	0.8535392535392535	0.8055555555555556
Cbf1	Cbf1	mismatch	1327	0.9570894622618761	0.965034965034965	0.9320070733863838	0.8055555555555556
Egr1	Egr1	canonical_watson_crick	1327	0.9613899613899614	0.9440559440559443	0.932818532818533	0.8611111111111112
Egr1	Egr1	mismatch	1327	0.9844626637730086	0.9930069930069931	0.921208102242585	0.8358585858585859
Ets1	Ets1_site_1	canonical_watson_crick	1327	0.9823681825891939	1.0	0.9639037433155081	0.8787878787878788
Ets1	Ets1_site_1	mismatch	1327	0.9898342671171161	1.0	0.9712955547049413	0.8889655172413793
Ets1	Ets1_site_3	canonical_watson_crick	1327	0.8584811093682456	0.4727272727272727	0.7347484539528665	0.859375
Ets1	Ets1_site_3	mismatch	1327	0.5383779088842072	0.8000000000000002	0.5228767549030431	0.6037604456824512
GR	GR	canonical_watson_crick	1327	0.9627140974967061	0.982142857142857	0.6851119894598154	0.6666666666666666
GR	GR	mismatch	1327	0.9461999855962632	0.982142857142857	0.879747317304032	0.795959595959596
Max	Max_site_1	canonical_watson_crick	1327	0.9740025740025742	0.965034965034965	0.8411840411840412	0.9166666666666666
Max	Max_site_1	mismatch	1327	0.9596565385188296	0.9930069930069931	0.8729402781126918	0.827020202020202
Max	Max_site_2	canonical_watson_crick	1327	0.9559845559845561	0.8811188811188813	0.7315315315315316	0.8055555555555556
Max	Max_site_2	mismatch	1327	0.8610714235494248	0.9160839160839163	0.6352871908282192	0.6887626262626263
TBP	TBP_site_1	canonical_watson_crick	1327	0.9452725250278088	0.9515151515151514	0.9434927697441602	0.9
TBP	TBP_site_1	mismatch	1327	0.9611917494270434	0.9272727272727272	0.912431418848531	0.8469696969696969
TBP	TBP_site_2	canonical_watson_crick	1327	0.971523915461624	0.9393939393939393	0.9528364849833146	0.8666666666666667
TBP	TBP_site_2	mismatch	1327	0.9576776165011459	0.9030303030303028	0.9007986665740675	0.8409090909090909
p53	p53	canonical_watson_crick	1327	0.9322622666087711	0.9147058823529413	0.799826313504125	0.8125
p53	p53	mismatch	1327	0.9311991332762515	0.7999999999999999	0.8917885142283593	0.8465909090909091
Cbf1	Cbf1	canonical_watson_crick	1328	0.9402831402831404	0.8741258741258742	0.9250965250965252	0.8333333333333334
Cbf1	Cbf1	mismatch	1328	0.9602001446829033	0.9230769230769231	0.9335021300538542	0.8308080808080808
Egr1	Egr1	canonical_watson_crick	1328	0.9909909909909911	0.9930069930069931	0.9541827541827543	0.9166666666666666
Egr1	Egr1	mismatch	1328	0.9821638131982959	0.9930069930069931	0.9063781046539666	0.8207070707070707
Ets1	Ets1_site_1	canonical_watson_crick	1328	0.9656555561416063	1.0	0.9475267379679144	0.7575757575757576
Ets1	Ets1_site_1	mismatch	1328	0.9880119697811771	1.0	0.96913147040331	0.8858921161825726
Ets1	Ets1_site_3	canonical_watson_crick	1328	0.8649055462806264	0.8000000000000002	0.7111222553448484	0.7424242424242424
Ets1	Ets1_site_3	mismatch	1328	0.5010631497917825	0.6272727272727273	0.4918325762999037	0.5897615708274895
GR	GR	canonical_watson_crick	1328	0.9603425559947298	0.8964285714285712	0.6831357048748353	0.6444444444444445
GR	GR	mismatch	1328	0.9349877053818534	0.9928571428571428	0.8462154181713426	0.7797979797979798
Max	Max_site_1	canonical_watson_crick	1328	0.9808868029835959	0.8601398601398602	0.9093951093951094	0.8888888888888888
Max	Max_site_1	mismatch	1328	0.9656608160346165	0.9790209790209792	0.8721956355960873	0.82260101010101
Max	Max_site_2	canonical_watson_crick	1328	0.9485199485199486	0.8741258741258742	0.7611325611325612	0.8055555555555556
Max	Max_site_2	mismatch	1328	0.8617845171973086	0.9370629370629372	0.616711494968054	0.6826801517067004
TBP	TBP_site_1	canonical_watson_crick	1328	0.9537263626251389	0.9515151515151514	0.9092324805339266	0.8333333333333334
TBP	TBP_site_1	mismatch	1328	0.9560159664157168	0.9878787878787878	0.8964650322939091	0.8257575757575758
TBP	TBP_site_2	canonical_watson_crick	1328	0.9203559510567296	0.9515151515151514	0.8820912124582869	0.7
TBP	TBP_site_2	mismatch	1328	0.9539690256267795	0.9515151515151514	0.9044586429613167	0.8348484848484848
p53	p53	canonical_watson_crick	1328	0.937798523664785	0.8941176470588235	0.8127442466348241	0.8958333333333334
p53	p53	mismatch	1328	0.9103781582418627	0.911764705882353	0.8755319000132611	0.8312796208530806
Cbf1	Cbf1	canonical_watson_crick	1329	0.9343629343629345	0.9090909090909092	0.9124839124839126	0.7777777777777778
Cbf1	Cbf1	mismatch	1329	0.9550327094216594	0.9440559440559443	0.9284824371031267	0.8017676767676768
Egr1	Egr1	canonical_watson_crick	1329	0.9861003861003862	0.9860139860139862	0.9474903474903474	0.8333333333333334
Egr1	Egr1	mismatch	1329	0.9863395225464192	0.9930069930069931	0.9419861747447955	0.8686868686868687
Ets1	Ets1_site_1	canonical_watson_crick	1329	0.9769385026737969	1.0	0.9572192513368983	0.8181818181818182
Ets1	Ets1_site_1	mismatch	1329	0.9918104640437242	0.990909090909091	0.9766491131732566	0.9012430939226519
Ets1	Ets1_site_3	canonical_watson_crick	1329	0.8708410086608628	0.790909090909091	0.6487299465240642	0.696969696969697
Ets1	Ets1_site_3	mismatch	1329	0.6003683484830621	0.7090909090909092	0.5731974578147933	0.6589635854341737
GR	GR	canonical_watson_crick	1329	0.9537549407114623	0.8642857142857141	0.6359683794466403	0.7111111111111111
GR	GR	mismatch	1329	0.9320760928835251	0.9785714285714284	0.8666913587867938	0.798989898989899
Max	Max_site_1	canonical_watson_crick	1329	0.9747747747747749	0.8881118881118882	0.9104247104247105	0.9444444444444444
Max	Max_site_1	mismatch	1329	0.9624999623226085	0.9440559440559443	0.8770034563138012	0.8080808080808081
Max	Max_site_2	canonical_watson_crick	1329	0.9485199485199486	0.7692307692307694	0.7544401544401546	0.8055555555555556
Max	Max_site_2	mismatch	1329	0.8521028903631747	0.9230769230769231	0.6094451907458172	0.683944374209861
TBP	TBP_site_1	canonical_watson_crick	1329	0.9381535038932147	0.9636363636363635	0.8758620689655172	0.7333333333333333
TBP	TBP_site_1	mismatch	1329	0.9561358427668588	0.6606060606060605	0.9013056462254322	0.8303030303030303
TBP	TBP_site_2	canonical_watson_crick	1329	0.9296996662958843	0.9636363636363635	0.9105672969966631	0.7
TBP	TBP_site_2	mismatch	1329	0.9546774081533438	0.9272727272727272	0.919098548510313	0.8424242424242424
p53	p53	canonical_watson_crick	1329	0.8819713955537228	0.8647058823529412	0.6900781589231437	0.7916666666666666
p53	p53	mismatch	1329	0.9174148290223249	0.8970588235294116	0.8704849713805172	0.8181818181818182
Cbf1	Cbf1	canonical_watson_crick	1330	0.9361647361647363	0.8391608391608393	0.8501930501930504	0.6944444444444444
Cbf1	Cbf1	mismatch	1330	0.9563017442327787	0.9300699300699302	0.9251587492966804	0.7891414141414141
Egr1	Egr1	canonical_watson_crick	1330	0.9822393822393823	0.9790209790209792	0.9415701415701415	0.8611111111111112
Egr1	Egr1	mismatch	1330	0.985326742223294	0.9930069930069931	0.9177276746242264	0.8169191919191919
Ets1	Ets1_site_1	canonical_watson_crick	1330	0.9805297936799592	0.990909090909091	0.9414222477926043	0.8125
Ets1	Ets1_site_1	mismatch	1330	0.9905373516737789	1.0	0.9725975040739602	0.896551724137931
Ets1	Ets1_site_3	canonical_watson_crick	1330	0.8592443998662656	0.7181818181818183	0.6109625668449198	0.7272727272727273
Ets1	Ets1_site_3	mismatch	1330	0.6175932404397245	0.9363636363636365	0.5947210580654335	0.6334716459197787
GR	GR	canonical_watson_crick	1330	0.9683794466403163	0.9107142857142855	0.8118577075098814	0.8
GR	GR	mismatch	1330	0.9297056493513174	0.9678571428571429	0.8302025782688764	0.7646464646464647
Max	Max_site_1	canonical_watson_crick	1330	0.9794079794079794	0.965034965034965	0.924839124839125	0.8888888888888888
Max	Max_site_1	mismatch	1330	0.9607185917530745	0.9790209790209792	0.868386785628165	0.8118686868686869
Max	Max_site_2	canonical_watson_crick	1330	0.924839124839125	0.8671328671328673	0.6651222651222651	0.75
Max	Max_site_2	mismatch	1330	0.8702966705822559	0.9370629370629372	0.6638011413873482	0.696969696969697
TBP	TBP_site_1	canonical_watson_crick	1330	0.9426028921023359	0.9999999999999999	0.8758620689655172	0.8
TBP	TBP_site_1	mismatch	1330	0.958113337930012	0.9878787878787878	0.8909785401764011	0.8424242424242424
TBP	TBP_site_2	canonical_watson_crick	1330	0.9403781979977753	0.9393939393939393	0.892769744160178	0.7666666666666667
TBP	TBP_site_2	mismatch	1330	0.9566965704170444	0.9393939393939393	0.9056392805055905	0.8424242424242424
p53	p53	canonical_watson_crick	1330	0.9368215371254884	0.9382352941176471	0.7785497177594441	0.875
p53	p53	mismatch	1330	0.938090817766814	0.9352941176470588	0.9020681306459052	0.8589015151515151
Cbf1	Cbf1	canonical_watson_crick	1331	0.9158301158301159	0.8531468531468532	0.854054054054054	0.8333333333333334
Cbf1	Cbf1	mismatch	1331	0.9598585322723254	0.9580419580419581	0.9347319347319348	0.8181818181818182
Egr1	Egr1	canonical_watson_crick	1331	0.9732303732303732	0.9580419580419581	0.9184041184041185	0.8611111111111112
Egr1	Egr1	mismatch	1331	0.9838919700988666	0.9860139860139862	0.9176915038984006	0.821969696969697
Ets1	Ets1_site_1	canonical_watson_crick	1331	0.9749331550802139	0.990909090909091	0.9538770053475937	0.8484848484848485
Ets1	Ets1_site_1	mismatch	1331	0.990232079427812	1.0	0.969880303887424	0.8858921161825726
Ets1	Ets1_site_3	canonical_watson_crick	1331	0.840076957183619	0.4000000000000001	0.6761363636363638	0.6666666666666666
Ets1	Ets1_site_3	mismatch	1331	0.5590400197390857	0.6090909090909091	0.5443156039651326	0.6164095371669004
GR	GR	canonical_watson_crick	1331	0.9728590250329379	0.9249999999999998	0.5818181818181818	0.7111111111111111
GR	GR	mismatch	1331	0.942398912723209	0.9857142857142854	0.8603207917939854	0.797979797979798
Max	Max_site_1	canonical_watson_crick	1331	0.9691119691119692	0.9370629370629372	0.8906048906048907	0.8333333333333334
Max	Max_site_1	mismatch	1331	0.9680773249738768	0.9930069930069931	0.8920745920745922	0.8282828282828283
Max	Max_site_2	canonical_watson_crick	1331	0.9441441441441443	0.8811188811188813	0.7245817245817247	0.8055555555555556
Max	Max_site_2	mismatch	1331	0.8118974033333468	0.8671328671328673	0.5448677759022587	0.6439393939393939
TBP	TBP_site_1	canonical_watson_crick	1331	0.9652947719688543	0.9515151515151514	0.9448275862068966	0.9
TBP	TBP_site_1	mismatch	1331	0.9615459406903256	0.9515151515151514	0.8988818667963051	0.8515151515151516
TBP	TBP_site_2	canonical_watson_crick	1331	0.9288097886540599	0.9272727272727272	0.8852057842046718	0.8
TBP	TBP_site_2	mismatch	1331	0.9642405722619626	0.9878787878787878	0.9157788735328842	0.8424242424242424
p53	p53	canonical_watson_crick	1331	0.9024099001302649	0.9088235294117648	0.7167824576639167	0.7708333333333334
p53	p53	mismatch	1331	0.9394330765400499	0.9088235294117648	0.9146824051216669	0.8579545454545454
Cbf1	Cbf1	canonical_watson_crick	1332	0.9021879021879023	0.9230769230769231	0.834749034749035	0.7222222222222222
Cbf1	Cbf1	mismatch	1332	0.9607828952656541	0.9720279720279721	0.9329836829836831	0.8194444444444444
Egr1	Egr1	canonical_watson_crick	1332	0.9737451737451738	0.9720279720279721	0.85997425997426	0.8611111111111112
Egr1	Egr1	mismatch	1332	0.983574471505506	0.9930069930069931	0.913929748412507	0.8257575757575758
Ets1	Ets1_site_1	canonical_watson_crick	1332	0.9809491978609627	1.0	0.9425133689839572	0.8181818181818182
Ets1	Ets1_site_1	mismatch	1332	0.9873034798890843	0.990909090909091	0.9657556404349024	0.883448275862069
Ets1	Ets1_site_3	canonical_watson_crick	1332	0.8147405393198911	0.5636363636363637	0.5487967914438503	0.696969696969697
Ets1	Ets1_site_3	mismatch	1332	0.5261072452275215	0.790909090909091	0.5245776110440422	0.6058495821727019
GR	GR	canonical_watson_crick	1332	0.9620553359683794	0.9785714285714284	0.7130434782608694	0.8
GR	GR	mismatch	1332	0.9522716504994472	0.9892857142857142	0.8815230922765105	0.8171717171717172
Max	Max_site_1	canonical_watson_crick	1332	0.9657657657657658	0.9300699300699302	0.7902187902187902	0.7777777777777778
Max	Max_site_1	mismatch	1332	0.9591913833293143	0.9860139860139862	0.8646210111727353	0.803030303030303
Max	Max_site_2	canonical_watson_crick	1332	0.9462642403274368	0.7832167832167832	0.7806949806949809	0.8333333333333334
Max	Max_site_2	mismatch	1332	0.8454117249905543	0.9580419580419581	0.6197693111486214	0.6944444444444444
TBP	TBP_site_1	canonical_watson_crick	1332	0.9741935483870968	0.9757575757575757	0.9563959955506117	0.8666666666666667
TBP	TBP_site_1	mismatch	1332	0.9474269046461559	0.9878787878787878	0.8749982637683171	0.8166666666666667
TBP	TBP_site_2	canonical_watson_crick	1332	0.9225806451612902	0.9878787878787878	0.8602892102335928	0.8333333333333334
TBP	TBP_site_2	mismatch	1332	0.9563822362047233	0.9878787878787878	0.9083200222237654	0.8424242424242424
p53	p53	canonical_watson_crick	1332	0.9041467650890143	0.9411764705882352	0.7259009986973514	0.7916666666666666
p53	p53	mismatch	1332	0.9224928334578213	0.9470588235294116	0.8972936085078608	0.8364928909952607
Cbf1	Cbf1	canonical_watson_crick	1333	0.9333333333333333	0.8321678321678322	0.8944658944658945	0.75
Cbf1	Cbf1	mismatch	1333	0.9613294751225786	0.9090909090909092	0.9341974117836188	0.8042929292929293
Egr1	Egr1	canonical_watson_crick	1333	0.9855855855855857	0.9790209790209792	0.8980694980694982	0.8888888888888888
Egr1	Egr1	mismatch	1333	0.9838799131902581	0.9860139860139862	0.9114701390563461	0.8194444444444444
Ets1	Ets1_site_1	canonical_watson_crick	1333	0.980696919944435	0.9818181818181818	0.9496114347519222	0.875
Ets1	Ets1_site_1	mismatch	1333	0.9894181688759649	0.990909090909091	0.9729705756203113	0.890495867768595
Ets1	Ets1_site_3	canonical_watson_crick	1333	0.8901521609120541	0.881818181818182	0.8016045462142739	0.859375
Ets1	Ets1_site_3	mismatch	1333	0.582278745480513	0.8272727272727273	0.5675821989970322	0.611731843575419
GR	GR	canonical_watson_crick	1333	0.9455862977602107	0.9178571428571428	0.3573122529644268	0.6666666666666666
GR	GR	mismatch	1333	0.9279525088222886	0.982142857142857	0.8437585522186898	0.7888888888888889
Max	Max_site_1	canonical_watson_crick	1333	0.9765765765765766	0.9300699300699302	0.9021879021879023	0.8333333333333334
Max	Max_site_1	mismatch	1333	0.9676352383248936	0.9930069930069931	0.8886022023953059	0.8232323232323232
Max	Max_site_2	canonical_watson_crick	1333	0.9158301158301159	0.7412587412587414	0.6926640926640928	0.7777777777777778
Max	Max_site_2	mismatch	1333	0.8536081521338459	0.9090909090909092	0.5872719234788201	0.6742424242424242
TBP	TBP_site_1	canonical_watson_crick	1333	0.9528364849833146	0.9636363636363635	0.9470522803114572	0.9
TBP	TBP_site_1	mismatch	1333	0.9649211750816027	0.9878787878787878	0.9033335648308908	0.8363636363636363
TBP	TBP_site_2	canonical_watson_crick	1333	0.9670745272525029	0.9272727272727272	0.9483870967741934	0.8666666666666667
TBP	TBP_site_2	mismatch	1333	0.9629488158899923	0.8181818181818182	0.9155844155844155	0.8560606060606061
p53	p53	canonical_watson_crick	1333	0.9248805905340859	0.8941176470588235	0.788862353452019	0.8125
p53	p53	mismatch	1333	0.9214760082548721	0.8617647058823529	0.8870220847387087	0.8423295454545454
Cbf1	Cbf1	canonical_watson_crick	1334	0.9477477477477478	0.9160839160839163	0.9297297297297298	0.8333333333333334
Cbf1	Cbf1	mismatch	1334	0.9582268306406236	0.9300699300699302	0.9307129651957238	0.8017676767676768
Egr1	Egr1	canonical_watson_crick	1334	0.9703989703989705	0.965034965034965	0.8851994851994852	0.8333333333333334
Egr1	Egr1	mismatch	1334	0.9839844063981995	0.9930069930069931	0.9115063097821718	0.821969696969697
Ets1	Ets1_site_1	canonical_watson_crick	1334	0.979776045776366	0.990909090909091	0.9502005347593584	0.7878787878787878
Ets1	Ets1_site_1	mismatch	1334	0.9882871506985164	1.0	0.9606669388625809	0.8755186721991701
Ets1	Ets1_site_3	canonical_watson_crick	1334	0.8382242551090225	-0.23636363636363636	0.6457219251336899	0.696969696969697
Ets1	Ets1_site_3	mismatch	1334	0.642104191796985	-0.05454545454545456	0.5759355379979562	0.634453781512605
GR	GR	canonical_watson_crick	1334	0.9645586297760211	0.982142857142857	0.6420289855072462	0.6888888888888889
GR	GR	mismatch	1334	0.9392074545550253	0.9928571428571428	0.8575429282796794	0.796969696969697
Max	Max_site_1	canonical_watson_crick	1334	0.9743226740041754	0.9160839160839163	0.856885456885457	0.8611111111111112
Max	Max_site_1	mismatch	1334	0.9579705791044333	0.965034965034965	0.8664846741470837	0.809102402022756
Max	Max_site_2	canonical_watson_crick	1334	0.9441441441441443	0.8881118881118882	0.7315315315315316	0.8055555555555556
Max	Max_site_2	mismatch	1334	0.8319888111206164	0.9720279720279721	0.5665185339992953	0.6609848484848485
TBP	TBP_site_1	canonical_watson_crick	1334	0.9488320355951056	0.9393939393939393	0.9003337041156841	0.8
TBP	TBP_site_1	mismatch	1334	0.9469129800680602	0.7696969696969697	0.8648586707410236	0.8090909090909091
TBP	TBP_site_2	canonical_watson_crick	1334	0.9003337041156841	0.9515151515151514	0.8416017797552835	0.7333333333333333
TBP	TBP_site_2	mismatch	1334	0.9628254788983867	0.9636363636363635	0.9220015278838807	0.8621212121212121
p53	p53	canonical_watson_crick	1334	0.9209726443768996	0.8705882352941177	0.7508684324793747	0.7916666666666666
p53	p53	mismatch	1334	0.929972825845159	0.9264705882352942	0.8838978108130104	0.8371212121212122
Cbf1	Cbf1	canonical_watson_crick	1335	0.9310167310167311	0.8461538461538463	0.8682110682110683	0.6944444444444444
Cbf1	Cbf1	mismatch	1335	0.9546288025774476	0.9300699300699302	0.9306124909573185	0.8106060606060606
Egr1	Egr1	canonical_watson_crick	1335	0.9840411840411842	0.965034965034965	0.9093951093951094	0.8888888888888888
Egr1	Egr1	mismatch	1335	0.9831203279479143	0.9930069930069931	0.9024676472952335	0.8005050505050505
Ets1	Ets1_site_1	canonical_watson_crick	1335	0.9822860962566846	1.0	0.9605614973262033	0.8484848484848485
Ets1	Ets1_site_1	mismatch	1335	0.988584525517055	1.0	0.9698268608907965	0.8943370165745856
Ets1	Ets1_site_3	canonical_watson_crick	1335	0.8298228133333302	0.28181818181818186	0.670788770053476	0.696969696969697
Ets1	Ets1_site_3	mismatch	1335	0.4853203171359346	0.3181818181818182	0.49986433393278534	0.5995821727019499
GR	GR	canonical_watson_crick	1335	0.9542819499341239	0.8857142857142855	0.5843214756258234	0.6888888888888889
GR	GR	mismatch	1335	0.9423583032398117	0.982142857142857	0.855269195551303	0.7878787878787878
Max	Max_site_1	canonical_watson_crick	1335	0.9595881595881596	0.9440559440559443	0.7701415701415701	0.8055555555555556
Max	Max_site_1	mismatch	1335	0.9614649991916652	0.9860139860139862	0.8724660397074191	0.8080808080808081
Max	Max_site_2	canonical_watson_crick	1335	0.9374517374517374	0.9580419580419581	0.7312741312741313	0.75
Max	Max_site_2	mismatch	1335	0.8471436006635452	0.9370629370629372	0.5825014066393377	0.6616161616161617
TBP	TBP_site_1	canonical_watson_crick	1335	0.946607341490545	0.9999999999999999	0.9341490545050056	0.8333333333333334
TBP	TBP_site_1	mismatch	1335	0.9512535592749496	0.9999999999999999	0.8861240363914159	0.8257575757575758
TBP	TBP_site_2	canonical_watson_crick	1335	0.9581757508342603	0.9515151515151514	0.9372636262513905	0.8666666666666667
TBP	TBP_site_2	mismatch	1335	0.9492395305229527	0.8787878787878788	0.9150566011528578	0.8454545454545455
p53	p53	canonical_watson_crick	1335	0.9282457663916629	0.7999999999999999	0.8192574902301347	0.8541666666666666
p53	p53	mismatch	1335	0.9217786496263953	0.8176470588235294	0.884506483465806	0.8418560606060606
Cbf1	Cbf1	canonical_watson_crick	1336	0.9057915057915058	0.8321678321678322	0.874903474903475	0.7777777777777778
Cbf1	Cbf1	mismatch	1336	0.9596053371915441	0.9230769230769231	0.9314444176513141	0.803030303030303
Egr1	Egr1	canonical_watson_crick	1336	0.9881595881595883	0.9930069930069931	0.9359073359073359	0.9444444444444444
Egr1	Egr1	mismatch	1336	0.9819266939956596	0.9860139860139862	0.9111325456153043	0.8295454545454546
Ets1	Ets1_site_1	canonical_watson_crick	1336	0.973596256684492	0.990909090909091	0.9505347593582889	0.7878787878787878
Ets1	Ets1_site_1	mismatch	1336	0.9896672680498484	1.0	0.9690453362561318	0.8857340720221607
Ets1	Ets1_site_3	canonical_watson_crick	1336	0.8944245035899501	-0.33636363636363636	0.7002005347593583	0.7878787878787878
Ets1	Ets1_site_3	mismatch	1336	0.5186869359362701	-0.06363636363636364	0.49177785198996465	0.6020979020979021
GR	GR	canonical_watson_crick	1336	0.9671936758893279	0.9642857142857141	0.659683794466403	0.7333333333333333
GR	GR	mismatch	1336	0.9302987387979968	0.982142857142857	0.8404965382145304	0.7863636363636364
Max	Max_site_1	canonical_watson_crick	1336	0.9670527670527671	0.8811188811188813	0.8131274131274132	0.8333333333333334
Max	Max_site_1	mismatch	1336	0.9722428753450838	0.9930069930069931	0.8940680009645527	0.8409090909090909
Max	Max_site_2	canonical_watson_crick	1336	0.9191067655302267	0.8181818181818183	0.6862290862290863	0.7777777777777778
Max	Max_site_2	mismatch	1336	0.839622214966137	0.7902097902097903	0.6190525470750523	0.6546717171717171
TBP	TBP_site_1	canonical_watson_crick	1336	0.9563959955506117	0.9757575757575757	0.9176863181312569	0.8333333333333334
TBP	TBP_site_1	mismatch	1336	0.9675463573859293	0.9878787878787878	0.915764983679422	0.843939393939394
TBP	TBP_site_2	canonical_watson_crick	1336	0.9136818687430479	0.9393939393939393	0.9181312569521689	0.8
TBP	TBP_site_2	mismatch	1336	0.9600875060768108	0.9515151515151514	0.9338495728870059	0.8545454545454545
p53	p53	canonical_watson_crick	1336	0.9171732522796352	0.8823529411764707	0.7645462440295266	0.7708333333333334
p53	p53	mismatch	1336	0.9197288265483455	0.9058823529411765	0.8827381113854	0.8484848484848485
Cbf1	Cbf1	canonical_watson_crick	1337	0.9531531531531532	0.8321678321678322	0.8661518661518662	0.7777777777777778
Cbf1	Cbf1	mismatch	1337	0.960248372317338	0.9090909090909092	0.939462261876055	0.8244949494949495
Egr1	Egr1	canonical_watson_crick	1337	0.9840411840411842	0.9720279720279721	0.934877734877735	0.9166666666666666
Egr1	Egr1	mismatch	1337	0.9854111405835544	0.9930069930069931	0.9292781930712964	0.8320707070707071
Ets1	Ets1_site_1	canonical_watson_crick	1337	0.9892203594327047	0.9818181818181818	0.9605614973262033	0.8787878787878788
Ets1	Ets1_site_1	mismatch	1337	0.9908870693183384	1.0	0.9698243307239689	0.8960055096418733
Ets1	Ets1_site_3	canonical_watson_crick	1337	0.8669341357405551	0.8000000000000002	0.71524064171123	0.7878787878787878
Ets1	Ets1_site_3	mismatch	1337	0.5462823026415232	0.8000000000000002	0.5355469835754192	0.6271186440677966
GR	GR	canonical_watson_crick	1337	0.9733860342555993	0.9428571428571427	0.7047430830039525	0.7777777777777778
GR	GR	mismatch	1337	0.944426268300462	0.9857142857142854	0.8555490395794109	0.797979797979798
Max	Max_site_1	canonical_watson_crick	1337	0.9621621621621623	0.9300699300699302	0.8082368082368083	0.8611111111111112
Max	Max_site_1	mismatch	1337	0.9666223909299713	0.9860139860139862	0.9014396968090886	0.8407079646017699
Max	Max_site_2	canonical_watson_crick	1337	0.9276705276705277	0.9160839160839163	0.6056628056628057	0.7222222222222222
Max	Max_site_2	mismatch	1337	0.8279657943134633	0.9230769230769231	0.5612154983680776	0.6472819216182049
