candidate_type,count,mean,std,min,max
target,8,0.4568514646688021,0.16683570952972135,0.2666666666666666,0.7368421052631579
single_mut,393,0.4615286339200975,0.15126287572471497,0.2,0.7894736842105263
double_mut,9360,0.4681471945094236,0.14623720168065557,0.1333333333333333,0.8421052631578947
gc_matched_random,8000,0.4568514646688021,0.15607027093166542,0.2666666666666666,0.7368421052631579
random_dna,8000,0.5007036179463811,0.12714416242178342,0.0476190476190476,0.9411764705882352
