candidate_type,count,mean,std
target,8,1.0,0.0
single_mut,393,0.8318551302608521,0.0544569488032154
double_mut,9360,0.7287640527972827,0.059069519335512397
gc_matched_random,8000,0.33316043154306546,0.0547294565063605
random_dna,8000,0.2929735426974052,0.059356324088308314
