set	n_pairs	median_pairwise_spearman	min_pairwise_spearman	max_pairwise_spearman
primary_six	15	0.03333333333333333	-0.7714285714285715	0.890909090909091
all_seven_descriptive	21	0.0023809523809523794	-0.7714285714285715	0.890909090909091
