n_samples,n_proteins,n_replicate_pairs,replicate_proteins,single_replicate_proteins,n_measurements,n_unique_7mers_per_protein,protein_sequences_recovered,targets_recovered,e_score_pearson_min,e_score_pearson_median,e_score_pearson_max,e_score_spearman_min,e_score_spearman_median,e_score_spearman_max,baseline_spearman_min,baseline_spearman_median,baseline_spearman_max,failure_candidates
12,7,5,DBP1; DBP3; DBP35; DBP6; DBP9,DBP48; DBP5,114688,16384,7,7,0.5510723425109617,0.6649318479771515,0.7649283126311639,0.4694268168791889,0.5914386964424022,0.7338508941862311,-0.0492338338714426,0.04001852940791825,0.220596050990924,140
