protein_id,min,median,max
DBP1,0.005084311655488,0.00886902992718745,0.0439202719882623
DBP3,0.0006900363328225,0.01294184910012295,0.0233104521769599
DBP35,-0.0492338338714426,-0.027192869051309354,-0.0049418986705897
DBP48,0.0479334032371657,0.1518585842581742,0.220596050990924
DBP5,0.0176144420834221,0.0358966955392082,0.0625175452473127
DBP6,0.0525383460811804,0.0748369348362303,0.0936095355731506
DBP9,0.0361167868275742,0.08238364936004385,0.0861819300012806
