method,protein_id,status,n_candidates,spearman,coverage_fraction,score_variance,structure_source,v1_0_structure_available,published_applicability,qualitative_motif_reproduction,failure_reason,exposure_status
DeepPBS,DBP1,not_run_environment_dependency,0,,0.0,,data/raw/v1_0_structure/design_pdbs/design_pdbs/DBP001.pdb,True,False,not applicable,input structure verified; reproduction blocked by missing torch_geometric and Linux 3DNA/X3DNA preprocessing runtime,DEVELOPMENT_EXPOSED_GSE237017
DeepPBS,DBP3,not_run_environment_dependency,0,,0.0,,data/raw/v1_0_structure/design_pdbs/design_pdbs/DBP003.pdb,True,False,not applicable,input structure verified; reproduction blocked by missing torch_geometric and Linux 3DNA/X3DNA preprocessing runtime,DEVELOPMENT_EXPOSED_GSE237017
DeepPBS,DBP5,not_run_environment_dependency,0,,0.0,,data/raw/v1_0_structure/design_pdbs/design_pdbs/DBP005.pdb,True,True,not rerun in v1.0; blocked before inference,input structure verified; reproduction blocked by missing torch_geometric and Linux 3DNA/X3DNA preprocessing runtime,DEVELOPMENT_EXPOSED_GSE237017
DeepPBS,DBP6,not_run_environment_dependency,0,,0.0,,data/raw/v1_0_structure/design_pdbs/design_pdbs/DBP006.pdb,True,True,not rerun in v1.0; blocked before inference,input structure verified; reproduction blocked by missing torch_geometric and Linux 3DNA/X3DNA preprocessing runtime,DEVELOPMENT_EXPOSED_GSE237017
DeepPBS,DBP9,not_run_environment_dependency,0,,0.0,,data/raw/v1_0_structure/design_pdbs/design_pdbs/DBP009.pdb,True,True,not rerun in v1.0; blocked before inference,input structure verified; reproduction blocked by missing torch_geometric and Linux 3DNA/X3DNA preprocessing runtime,DEVELOPMENT_EXPOSED_GSE237017
DeepPBS,DBP35,historical_prediction_reused,8192,0.0401764557169653,1.0,3.894708767763009,results/v0_4_2/external_runs/deeppbs/DBP35/DBP035.pdb,True,True,not rerun in v1.0; blocked before inference,frozen v0.4.2 official run; native DeepPBS preprocessing cannot run here because torch_geometric and Linux 3DNA/X3DNA runtime are unavailable; score is not a v1.0 Supplementary Data 6 rerun,DEVELOPMENT_EXPOSED_GSE237017
DeepPBS,DBP48,historical_prediction_reused,8192,0.2783658391233002,1.0,3.417707031280332,results/v0_4_2/external_runs/deeppbs/DBP48/8TAC_helix_only.pdb,True,False,not applicable,frozen v0.4.2 official run; native DeepPBS preprocessing cannot run here because torch_geometric and Linux 3DNA/X3DNA runtime are unavailable; score is not a v1.0 Supplementary Data 6 rerun,DEVELOPMENT_EXPOSED_GSE237017
