source_type,source_id,source_url,local_path,sha256,file_size_bytes,retrieval_date,notes
Nature supplementary workbook,41594_2025_1669_MOESM3_ESM.xlsx,https://static-content.springer.com/esm/art%3A10.1038%2Fs41594-025-01669-4/MediaObjects/41594_2025_1669_MOESM3_ESM.xlsx,E:\codex\dbp_offtarget_project\data\raw\gse237017\nature_41594_2025_1669_MOESM3_ESM.xlsx,20574e1685a2075bf086612865271338d7cd2a3d4e13bfd6b2608ed0356cf1fb,24787,2026-09-01,Contains Supplementary Tables 1-3 for designed DBP sequences and target dsDNA oligos.
