protein_id,control,spearman,ndcg_1pct,ndcg_5pct,pairwise_accuracy,top1pct_recovery,n_rc_classes
DBP1,TargetHamming,0.024105221116687836,0.6315486340015019,0.6210093957011172,0.5156,0.0,8192
DBP1,TargetEdit,0.04538584366488598,0.6315486340015019,0.6078363245349009,0.520825,0.0,8192
DBP1,TargetKmerOverlap,0.1330253848909593,0.6085698725423768,0.6023889280376561,0.543525,0.024390243902439025,8192
DBP3,TargetHamming,0.008536328071432578,0.6041945896562674,0.5948746525189451,0.5111,0.0,8192
DBP3,TargetEdit,0.03888250163267455,0.6041945896562674,0.5857983421415547,0.519425,0.0,8192
DBP3,TargetKmerOverlap,0.10259186326189929,0.5859036085528475,0.5803799073287769,0.538025,0.012195121951219513,8192
