dbp_id,TargetHamming,TargetEdit,TargetKmerOverlap,target_control_best,M2,M3
DBP1,0.024105221116687836,0.04538584366488598,0.1330253848909593,0.1330253848909593,-0.06761969034107282,-0.0360451018574092
DBP3,0.008536328071432578,0.03888250163267455,0.10259186326189929,0.10259186326189929,0.1902950387887135,0.15257892693880065
DBP35,-0.027671918561440145,-1.289527393184652e-05,0.1354255749375157,0.1354255749375157,0.12294002375462623,0.18506288710336094
DBP48,0.25992436155910875,0.28285672798101946,0.20727029958344467,0.28285672798101946,-0.14953768153658695,-0.22013237249817524
DBP5,0.0329516345883138,0.06056110626038949,0.21325277323814487,0.21325277323814487,-0.004574563132081987,0.3460442530107387
DBP6,0.08555019926753177,0.13154317879530775,0.20281185478259148,0.20281185478259148,0.08046406030446493,0.10233035951205552
DBP9,0.08528834431897427,0.07891819469654691,0.11037440448136909,0.11037440448136909,0.14403211303134297,0.123397078562658
