split_type,fold_id,seed,dbp_id,protein_cluster,combined_component,model,n_units,spearman,ndcg_1pct,ndcg_5pct,pairwise_accuracy,top1pct_recovery,training_proteins,test_proteins,runtime_seconds,training_pair_count,development_exposed,status
protein_cluster_loco,protein_cluster_loco_fold_2,43,DBP35,protein_cluster_2,combined_component_2,M2,8192,0.09797864717709501,0.6839922012333602,0.6424192624401969,0.5301515075753788,0.08536585365853659,DBP1|DBP3|DBP48|DBP6|DBP9,DBP35|DBP5,2.9886678000038955,2560,False,complete
protein_cluster_loco,protein_cluster_loco_fold_2,43,DBP5,protein_cluster_2,combined_component_2,M2,8192,0.0641879036331564,0.6484518707122087,0.5905260252614248,0.520625,0.06097560975609756,DBP1|DBP3|DBP48|DBP6|DBP9,DBP35|DBP5,2.9886678000038955,2560,False,complete
protein_cluster_loco,protein_cluster_loco_fold_2,43,DBP35,protein_cluster_2,combined_component_2,M3,8192,0.024996702211503147,0.5680478858051057,0.6044816262207376,0.5046002300115006,0.0,DBP1|DBP3|DBP48|DBP6|DBP9,DBP35|DBP5,4.0839236999891,2560,False,complete
protein_cluster_loco,protein_cluster_loco_fold_2,43,DBP5,protein_cluster_2,combined_component_2,M3,8192,0.02498025319609305,0.47429843790993176,0.565813160367722,0.509525,0.0,DBP1|DBP3|DBP48|DBP6|DBP9,DBP35|DBP5,4.0839236999891,2560,False,complete
protein_cluster_loco,protein_cluster_loco_fold_3,17,DBP48,protein_cluster_3,combined_component_3,M0,8192,-0.20299364023121,0.41095059021491337,0.39886372782161217,0.43644682234111704,0.0,DBP1|DBP3|DBP35|DBP5|DBP6|DBP9,DBP48,1.962146899997606,3072,False,complete
protein_cluster_loco,protein_cluster_loco_fold_3,17,DBP48,protein_cluster_3,combined_component_3,M1,8192,-0.0659525095896406,0.5579367718180597,0.4953246057543583,0.4799989999499975,0.04878048780487805,DBP1|DBP3|DBP35|DBP5|DBP6|DBP9,DBP48,2.921989399997983,3072,False,complete
protein_cluster_loco,protein_cluster_loco_fold_3,17,DBP48,protein_cluster_3,combined_component_3,M1c,8192,-0.16433443269185333,0.5345922601932843,0.46704256066584926,0.44914745737286865,0.0,DBP1|DBP3|DBP35|DBP5|DBP6|DBP9,DBP48,3.1586504000006244,3072,False,complete
protein_cluster_loco,protein_cluster_loco_fold_3,17,DBP48,protein_cluster_3,combined_component_3,M2,8192,-0.18326613118926852,0.5149483501657215,0.5130433580870577,0.44374718735936797,0.0,DBP1|DBP3|DBP35|DBP5|DBP6|DBP9,DBP48,3.41216949999216,3072,False,complete
protein_cluster_loco,protein_cluster_loco_fold_3,17,DBP48,protein_cluster_3,combined_component_3,M3,8192,-0.25593261407618806,0.549687807108357,0.4538961865200401,0.41619580979048953,0.0,DBP1|DBP3|DBP35|DBP5|DBP6|DBP9,DBP48,5.127866800001357,3072,False,complete
protein_cluster_loco,protein_cluster_loco_fold_3,29,DBP48,protein_cluster_3,combined_component_3,M0,8192,-0.13264823054087901,0.4846042076567744,0.5020400683731903,0.4583979198959948,0.012195121951219513,DBP1|DBP3|DBP35|DBP5|DBP6|DBP9,DBP48,2.1069810000044527,3072,False,complete
protein_cluster_loco,protein_cluster_loco_fold_3,29,DBP48,protein_cluster_3,combined_component_3,M1,8192,-0.1931462329109364,0.47902139057631493,0.4706430017123953,0.4375468773438672,0.0,DBP1|DBP3|DBP35|DBP5|DBP6|DBP9,DBP48,3.0395540000026813,3072,False,complete
protein_cluster_loco,protein_cluster_loco_fold_3,29,DBP48,protein_cluster_3,combined_component_3,M1c,8192,-0.1712387205021355,0.45150802575485105,0.4539343239034269,0.4477473873693685,0.0,DBP1|DBP3|DBP35|DBP5|DBP6|DBP9,DBP48,3.416181599997799,3072,False,complete
protein_cluster_loco,protein_cluster_loco_fold_3,29,DBP48,protein_cluster_3,combined_component_3,M2,8192,-0.1290504131565444,0.4808897578152058,0.46923957161621693,0.4582479123956198,0.012195121951219513,DBP1|DBP3|DBP35|DBP5|DBP6|DBP9,DBP48,3.405013299998245,3072,False,complete
protein_cluster_loco,protein_cluster_loco_fold_3,29,DBP48,protein_cluster_3,combined_component_3,M3,8192,-0.16550851547996243,0.5876409097316884,0.5155796648037181,0.4405220261013051,0.024390243902439025,DBP1|DBP3|DBP35|DBP5|DBP6|DBP9,DBP48,5.142087800006266,3072,False,complete
protein_cluster_loco,protein_cluster_loco_fold_3,43,DBP48,protein_cluster_3,combined_component_3,M0,8192,-0.13998978292944966,0.5934765642442476,0.563981489930654,0.45144757237861893,0.012195121951219513,DBP1|DBP3|DBP35|DBP5|DBP6|DBP9,DBP48,2.1408121999993455,3072,False,complete
protein_cluster_loco,protein_cluster_loco_fold_3,43,DBP48,protein_cluster_3,combined_component_3,M1,8192,-0.043696657513948536,0.49859006560351843,0.5328697522926976,0.48374918745937295,0.036585365853658534,DBP1|DBP3|DBP35|DBP5|DBP6|DBP9,DBP48,3.0448997000057716,3072,False,complete
protein_cluster_loco,protein_cluster_loco_fold_3,43,DBP48,protein_cluster_3,combined_component_3,M1c,8192,-0.13077394012792867,0.5121145644238666,0.5068097921486072,0.4578478923946197,0.012195121951219513,DBP1|DBP3|DBP35|DBP5|DBP6|DBP9,DBP48,3.3471652000007452,3072,False,complete
protein_cluster_loco,protein_cluster_loco_fold_3,43,DBP48,protein_cluster_3,combined_component_3,M2,8192,-0.1031612137428757,0.666297050501803,0.5877487785606347,0.4592979648982449,0.024390243902439025,DBP1|DBP3|DBP35|DBP5|DBP6|DBP9,DBP48,3.418418000001111,3072,False,complete
protein_cluster_loco,protein_cluster_loco_fold_3,43,DBP48,protein_cluster_3,combined_component_3,M3,8192,-0.1639022505964975,0.61020014827476,0.5543224434677361,0.44104705235261765,0.012195121951219513,DBP1|DBP3|DBP35|DBP5|DBP6|DBP9,DBP48,4.863182899993262,3072,False,complete
protein_cluster_loco,protein_cluster_loco_fold_4,17,DBP6,protein_cluster_4,combined_component_2,M0,8192,0.1754085201632289,0.816836687422945,0.7144320232203952,0.556825,0.24390243902439024,DBP1|DBP3|DBP35|DBP48|DBP5,DBP6|DBP9,1.619945899990853,2560,False,complete
protein_cluster_loco,protein_cluster_loco_fold_4,17,DBP9,protein_cluster_4,combined_component_2,M0,8192,0.07318200831524398,0.605920566403063,0.5549840309515802,0.519975,0.012195121951219513,DBP1|DBP3|DBP35|DBP48|DBP5,DBP6|DBP9,1.619945899990853,2560,False,complete
