model,prediction_variance,prediction_min,prediction_max,nan_inf_count,first_epoch_loss,last_epoch_loss,loss_delta
M0_CandidateDNAOnly,0.20598021149635315,-1.6998608112335205,1.8472354412078857,0,0.7023903846740722,0.6449558466672898,-0.05743453800678244
M1_ProteinCandidate,0.9833495616912842,-6.904581069946289,-0.5584509372711182,0,0.703576636314392,0.5830548167228699,-0.1205218195915222
M2_TargetCandidateOnly,0.516618549823761,-2.703944206237793,1.2791357040405273,0,0.7091497600078582,0.6551348060369492,-0.05401495397090905
M3_ProteinTargetCandidate,0.23100027441978455,-2.736111879348755,1.15678071975708,0,0.7100765734910965,0.6050061210989952,-0.10507045239210133
M1c_ProteinCandidateCapacityMatched,0.49974846839904785,-0.339023232460022,4.718806266784668,0,0.712468883395195,0.5828441068530082,-0.12962477654218674
