dbp_id,m0_vs_experimental,m0_vs_gc_fraction,m0_vs_kmer3_proxy,experimental_vs_gc_fraction,n_rc_classes
DBP1,0.2817300381775797,0.07730109631943997,-0.057969448558029386,-0.33817881600878263,8192
DBP3,0.28041539213051214,0.07730109631943997,-0.06861519321789564,0.026611697087721948,8192
DBP35,0.18437025951728295,0.35470715212281806,0.2760991377603944,-0.19624868727647907,8192
DBP48,-0.1735775764023234,-0.3924684496184877,0.13857214753715072,0.7059478130237163,8192
DBP5,0.07873844115967185,0.35470715212281806,0.2760991377603944,-0.3461779010161936,8192
DBP6,0.2410021115331121,-0.08349526623109553,0.26030537616926896,0.21029488879067895,8192
DBP9,0.11860460234758644,-0.08349526623109553,0.26030537616926896,-0.17343708596377583,8192
