split_type,fold_id,dbp_id,protein_cluster,combined_component,development_exposed,M0,M1,M1c,M2,M3,M0_seed_sd,M1_seed_sd,M1c_seed_sd,M2_seed_sd,M3_seed_sd,delta_m3_minus_m1,delta_m3_minus_m1c,delta_m3_minus_m2
combined_component_loco,combined_component_loco_fold_1,DBP1,protein_cluster_1,combined_component_1,True,0.22230225721693012,0.3892900279795395,0.369113534786827,0.03326358396922102,0.049965210971592504,0.012517822908177954,0.05606110667061645,0.08904833371045451,0.2580732172558644,0.21958655717047745,-0.339324817007947,-0.3191483238152345,0.01670162700237148
combined_component_loco,combined_component_loco_fold_1,DBP3,protein_cluster_1,combined_component_1,True,0.22363778565539746,0.09152929773977148,0.13459786844226282,0.14793350886239087,0.11185805274195697,0.030937750335762078,0.040661954325848806,0.0629710798013313,0.04802566215280299,0.023537779689890816,0.020328755002185492,-0.02273981570030585,-0.036075456120433905
combined_component_loco,combined_component_loco_fold_2,DBP35,protein_cluster_2,combined_component_2,False,0.1685768050783356,-0.115920145089513,-0.10072948620243877,0.12157433442754943,-0.1319215963276946,0.009618079246429137,0.015688440121537698,0.02476846675341242,0.06550985191631548,0.04239814685284926,-0.0160014512381816,-0.03119211012525583,-0.253495930755244
combined_component_loco,combined_component_loco_fold_2,DBP5,protein_cluster_2,combined_component_2,False,0.054234788675926064,-0.14870186236641578,-0.14176319082492936,0.013279940526599822,-0.09026354495656592,0.04093794002205397,0.09209293503705288,0.06686534868168845,0.11211314160159042,0.23230248714359777,0.05843831740984985,0.05149964586836343,-0.10354348548316575
combined_component_loco,combined_component_loco_fold_2,DBP6,protein_cluster_4,combined_component_2,False,0.26493393965290557,0.1477754761661638,0.17286925352948168,0.2377026009822898,0.1177336555584129,0.006644843655481525,0.15360646510935602,0.04362211809354438,0.030915074988556814,0.11382206609797094,-0.030041820607750888,-0.055135597971068775,-0.11996894542387689
combined_component_loco,combined_component_loco_fold_2,DBP9,protein_cluster_4,combined_component_2,False,0.016631064844583734,-0.013396208270300664,-0.053436609394889235,-0.020292749516431084,-0.002937057646512637,0.011687008079201764,0.10864922921244526,0.04095318076244325,0.06336199828542169,0.16483215010920335,0.010459150623788027,0.0504995517483766,0.017355691869918446
combined_component_loco,combined_component_loco_fold_3,DBP48,protein_cluster_3,combined_component_3,False,-0.15854388456717958,-0.10093180000484185,-0.15544903110730582,-0.13849258602956285,-0.19511446005088265,0.038669240771090095,0.08063161269036005,0.02164630184747982,0.04087866706726538,0.05267618926994712,-0.0941826600460408,-0.03966542894357683,-0.056621874021319796
